title,category,text
Control your home IoT,/IoT/Personal/,"august 18, 2017

				control your home iot			
iotpersonal


 


 



by means of iot lots of things can be connected and controlled by internet such as smart homes. in this small tutorial i will discuss about personal smart home solutions and how to remotely control them. in small word “control your home iot system over tor” 🙂

solutions
for making your home smart and iot there are multiple solutions. google home, amazon echo, apple home kit, are some of the examples. beside, open source projects can be used to install smart home equipment such as hassbian or generally raspbian.
installing raspbian virtually
here i will discuss about installing raspbian virtually. it should be mentioned if you need to install raspbian you do not need to install it on raspberripi, alternately you can install it virtually. but you should use special emulators for running raspbian, since it is compiled in arm architecture not in intel x86 or amd x64 or etc.
i will follow instructions from azeria labs to install virtual raspbian on qemu emulator on ubuntu 16.04 x64.
install qemu-system in ubuntu
sudo apt-get install qemu-system
installing qemu emulator
download raspbian and kernel
download raspbian and the kernel for the emulator. for this tutorial i’ve used raspbian jessie from this link, qemu rpi kernel can be downloaded from this link. i’ve downloaded 2017-07-05-raspbian-jessie.zip (raspbian) and kernel-qemu-4.4.34-jessie (kernel).
then unzipped the raspbian:
$ unzip 2017-07-05-raspbian-jessie.zip.zip

archive:  2017-07-05-raspbian-jessie.zip
  inflating: 2017-07-05-raspbian-jessie.img

$ fdisk -l 2017-07-05-raspbian-jessie.img

disk 2017-07-05-raspbian-jessie.img: 4.3 gib, 4661483520 bytes, 9104460 sectors
units: sectors of 1 * 512 = 512 bytes
sector size (logical/physical): 512 bytes / 512 bytes
i/o size (minimum/optimal): 512 bytes / 512 bytes
disklabel type: dos
disk identifier: 0x970b8044

device                          boot start     end sectors  size id type
2017-07-05-raspbian-jessie.img1       8192   93596   85405 41.7m  c w95 fat32 (lba)
2017-07-05-raspbian-jessie.img2      94208 9104459 9010252  4.3g 83 linux

as you see above, (the last line) img2 part start from 94208.  94208 x 512 = 48234496 (bytes).
$ sudo mkdir /mnt/raspbian
$ sudo mount -v -o offset=48234496 -t ext4 2017-07-05-raspbian-jessie.img /mnt/raspbian
$ sudo nano /mnt/raspbian/etc/ld.so.preload
and comment out every line starting with '#'

$ sudo nano /mnt/raspbian/etc/fstab
from azeria labs:
if you see anything with mmcblk0 in fstab, then:

replace the first entry containing /dev/mmcblk0p1 with /dev/sda1
replace the second entry containing /dev/mmcblk0p2 with /dev/sda2, save and exit.


finally unmount the image.
$ sudo umount /mnt/raspbian
and run qemu with the following command:
$ qemu-system-arm -kernel kernel-qemu-4.4.34-jessie -cpu arm1176 -m 256 -m versatilepb
-serial stdio -append ""root=/dev/sda2 rootfstype=ext4 rw"" -hda 2017-07-05-raspbian-jessie.img
-redir tcp:5022::22 -no-reboot

as you will see, the qemu will start raspbian. it is just like you’ve write the raspbian image on sdcard and insert to your raspberrypi. now the os is ready.
starting the raspbian:
booting raspbian
and vola:
raspbian jessie
you can enable ssh using
sudo service ssh start
then you can connect using
ssh [email protected] -p 5022
default user is pi and password is raspberry.
ssh to raspbian
remote control alternatives
for the aim of remote control, there are some scenarios.
1) using mqtt like protocols. in this scenario, your smart home solution is behind nat and can send data to a public mqtt server (or your private one) but you cannot send and receive massive data such as remote desktop.
2) opening ports in your router or modem (or somthing like upnp). but this is risky and you should open direct access to your system.
3) another alternative to avoid port forwarding, and send large data is using tor hidden services. it allows to connect to your iot system indirectly behind nat.
installing tor and hidden service on raspbian
raspbian is just like debian or ubuntu and its repository is full of arm compiled software such as tor. install tor on your system using the following command:
$ sudo apt-get install tor
installing tor in raspbian
you may change your time zone and run following command to sych the raspbian time:
$ sudo sntp -s time.nist.gov
after installing tor, you should config the hidden service. edit /etc/tor/torrc with nano:
$ sudo nano /etc/tor/torrc
and add the following lines:
hiddenservicedir /home/pi/desktop
hiddenserviceport 22 127.0.0.1:22
hiddenserviceport 80 127.0.0.1:6008
and save the file using ctrl+o and then ctrl+x to exit. then restart tor using sudo service tor restart && tor as follows:
starting tor in raspbian
now you can find your onion address in /home/pi/desktop/hostname. it is 16 characters which will be ended with an “.onion”.
ssh
ssh is almost done. just config your client (outside your network) to connect to onion address:
install proxy-connect in client:
$ sudo apt-get install proxy-connect
and change the /etc/ssh/ssh_config file and add the following lines:
host *.onion
    proxycommand connect -s localhost:9050 %h %p
save the file and enjoy using ssh over tor. in my case:
ssh [email protected]
everything is ok. i can connect from everywhere to my home iot server.
connected to my iot server over tor
in my next post i will describe the remote desktop access to raspbian. 🙂




 iot, remote access, smart home, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
IVRE! Drunk Frenchman Port Scanner Framework!,/Personal/Search Engine/Tutorial/,"june 2, 2017

				ivre! drunk frenchman port scanner framework!			
personalsearch enginetutorial


 


 



you may have visit shodan (the iot search engine) or zoomeye (world wide port search engine). the systems are very useful to have a good view of world! 🙂

but they have restriction for seeing results. for example shodan lets for unregistered users to view just 1 page (10 results). if you registered, the limitation is 5 pages. but again restriction!
so what to do?

you can view a good article about these type of engines in this link.
but ivre, the drunk frenchman
ivre is a python based, open source search engine for ports. but it is just an interface. the main power resists in nmap. ivre import the results of nmap and have a good interface.
how to install it?
you may visit the main tutorial provided by ivre to the most updated instructions!
ivre has three module. scanner, web interface, database server. in its very fast and quick guide, it is suggested to install all of them in one machine.
i follow the instructions in this link on a ubuntu 16.04 virtual machine.
firstly  install dependencies:
sudo apt-get -y install mongodb python-pymongo python-crypto apache2 dokuwiki
but a small exception is in the above code -> they may forgot to add libapache2-mod-php which is needed to run php codes by apache2 in dokuwiki. so i add libapache2-mod-php (and also git + nmap) to the packages.
sudo apt-get -y install mongodb python-pymongo python-crypto apache2 dokuwiki libapache2-mod-php git nmap
after that just follow the steps:
$ git clone https://github.com/cea-sec/ivre
$ cd ivre
$ python setup.py build
$ sudo python setup.py install
and configuration of web server:
$ sudo -s
# cd /var/www/html ## or depending on your version /var/www
# rm index.html
# ln -s /usr/local/share/ivre/web/static/* .
# cd /usr/lib/cgi-bin
# ln -s /usr/local/share/ivre/web/cgi-bin/* .
# cd /var/lib/dokuwiki/data/pages
# ln -s /usr/local/share/ivre/dokuwiki/doc
# cd /var/lib/dokuwiki/data/media
# ln -s /usr/local/share/ivre/dokuwiki/media/logo.png
# ln -s /usr/local/share/ivre/dokuwiki/media/doc
# cd /usr/share/dokuwiki
# patch -p0 < /usr/local/share/ivre/dokuwiki/backlinks.patch
# cd /etc/apache2/mods-enabled
# for m in cgi rewrite ; do [ -l $m.load ] || ln -s ../mods-available/$m.load ; done
# cd /usr/local/share/ivre/web/cgi-bin
# sed -i 's/^\(\s*\)#rewrite/\1rewrite/' /etc/dokuwiki/apache.conf
# service apache2 reload
# exit
if you want to view the search engine from your local network, you may face the following screen after pressing help.

just edit /etc/dokuwiki/apache.conf and change the line:

allow from localhost 127.0.0.1 ::1
to
#allow from localhost 127.0.0.1 ::1
allow from all
and vola!

database initialization
and follow the steps from ivre:
$ ivre scancli --init
this will remove any scan result in your database. process ? [y/n] y
$ ivre ipinfo --init
this will remove any passive information in your database. process ? [y/n] y
$ ivre ipdata --init
this will remove any country/as information in your database. process ? [y/n] y
$ sudo ivre runscansagentdb --init
this will remove any agent and/or scan in your database and files. process ? [y/n] y
$ sudo ivre ipdata --download
$ ivre ipdata --import-all --no-update-passive-db
and everything is ok. just test some random ips. for example 50 random ips with 40 nmap processes.
sudo ivre runscans --routable --limit 50 --processes 40
wait for scan to be finished!
and the result!





 ivre, open source, port scanner, python, web




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Apache + Yarn + Spark: Play with Twitter data!,/Academic/Programming/Tutorial/,"april 23, 2017

				apache + yarn + spark: play with twitter data!			
academicprogrammingtutorial


 


 



in this tutorial i want to write about using apache spark on ubuntu machines where you can develop big data analysis apps with it.
first of all, i want to write a small and quick introduction to hadoop + spark environment. hadoop makes it possible to work with lots of computers in a cluster. work can be: storing files in cluster (hdfs – hadoop distributed file system), storing database in cluster (apache hbase), or run software in cluster (mapreduce, spark).

in hadoop there is a master node who controls clients inside clusters and partition the data between them.
i do not want to talk about how to configure hadoop + spark in linux. there is a nice tutorial which i followed and configured two machines (1 master + 1 slave). here is the link. thanks to sumit chawla.
firstly i’ve configures my master node: ubuntu 14.04 + java oracle 8 + virtual box

after that i’ve created my slave01 node which was a clone of master node. there is a good tutorial on how to clone virtual machines using virtualbox in this link. actually i’ve changed some configuration in slave including user name and display name. here is a screenshot of slave01:

after that it is time to start hdfs + yarn + spark in master node. commands are here:<br /><br />

$hadoop_home$/sbin/start-dfs.sh
$hadoop_home$/sbin/start-yarn.sh

and finally start spark:
$spark_home$/sbin/start-all.sh

and control in both master and slave01 that daemons are running using jsp:

everything is ok. you can check the spark webui in http://127.0.0.1:8080 and hdfs in http://127.0.0.1:50070 from master node.

i showed master with m and slave node with s [ it seems to be s 🙂 ]

it is time to programming. the main concept in mapreduce or spark programming is (key, value). the main jobs is to read data from file (or hdfs) line by line. process the lines by map and create 0 or 1 or many (key, value) pairs. hadoop will collect and sort the pairs with same key and give them to reducer. now reducer can decide what to do with the values. in the popular example of word count, the reducer sums all 1s to produce the word count.
 
i’ve developed with java. i’ve installed netbeans on master node and added libraries for spark programming from $spark_home$/jars directory.
/**
* private static void cooccurencecount(string inputfile, string outputfile) {
*       // define a configuration to use to interact with spark
*       sparkconf conf = new sparkconf().setappname(""cooccurence count app"");
*
*        // create a java version of the spark context from the configuration
*        javasparkcontext sc = new javasparkcontext(conf);
*
*        // load the input data, which is a text file read from the command line
*        javardd<string> input = sc.textfile(inputfile);
*
*        // java 8 with lambdas: split the input string into words
*        javardd<string> words = input.flatmap((string t) -> {
*            jsonobject jobj = new jsonobject(t);
*            string text = string.valueof(jobj.get(""text""));
*            string[] outputstring = new string[text.split("" "").length * (text.split("" "").length - 1)];
*            
*            int counter = 0;
*            
*            for (int i = 0; i < text.split("" "").length; i++) {
*                for (int j = i + 1; j < text.split("" "").length; j++) {
*                    outputstring[counter++] = text.split("" "")[i] + "":"" + text.split("" "")[j];
*                }
*            }
*            return arrays.aslist(outputstring).iterator();
*        });
*
*        // java 8 with lambdas: transform the collection of words into pairs (word and 1) and then count them
*        javapairrdd<string, integer> counts = words.maptopair(t -> new tuple2(t,1)).reducebykey((x, y) -> (int)x + (int)y);
*
*        // save the word count back out to a text file, causing evaluation.
*        counts.saveastextfile(outputfile);
*    }
 */
in the code above, i have parsed the data which is read from hdfs line by line and parsed json. here is a part of my input file:

after that i create pairs of each tweet by its words to find their sequential co-occurrence. for example for the last tweet seen in the above:
(employs:people,1)
(employs:green,1)
(employs:nationality,1)
(people:green,1)
(people:nationality,1)
(green:nationality,1)
 
after compiling the source code to jar, i’ve copied the jar file on all machines (/tmp/tmp/tweetcount.jar) and start to mine them with the following command:
/**
 * ./spark-submit --master spark://master:6066 --deploy-mode cluster /tmp/tmp/tweetcount.jar hdfs://master:9000/test/data.txt hdfs://master:9000/test/output_twitter_cooccurence/
 */
and vola! everything is ok and after executing, output is in hdfs /test/output_twitter_cooccurence.

the output of a sample file (part-00002) is displayed below:





 big data, hadoop, spark, ubuntu




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Smali Code Injection: Playing with 2048!,/Academic/AndroJava/,"march 30, 2017

				smali code injection: playing with 2048!			
academicandrojava


 


 



i’ve met 2048 game many years ago. it is an addictive game witch takes lots of time from the player. 🙁
so what should i do if i want to have high score and save time? here is where smali takes part. 🙂
in this post i will describe how to inject into android 2048 game and change the score!in the “smali code injection” i describes how to inject into android apk. the steps is like previous post but finding where to inject is the problem.
first of all i’ve downloaded 2048 apk and get smali code with apktool.

then i should find where the logic of the game is (the class and method). if the application is not obfuscated, you can use online tools such as java decompilers. or you can use dex2jar and jdgui.
if the application is obfuscated you should put some debug information in beginning of every method and trace the execution logic.
fortunately 2048 was not obfuscated. so i’ve looked the logic and find where the score is changed.
  the code above is where new button created (2 or 4).

this.grid[x][y] = 4;
} else {
this.grid[x][y] = move_3;
and finding the smali code is the next step.
    
the point is that v10 contains the number 4. v9 contains 2 (in the else section). v9 changed from const/4 v9, 0x2 to const/16 v9, 0x400 (0x400 = 1024). this is the good one because v9 is not reused after assignment. but unfortunately v10 assigned in the first lines of method and used before aput v10, v8, v6.
so i’ve added a new variable (v11) and assigned the value of the first lines to it. and changed the locas from 11 to 12.
so after creating apk and signing it with your certificate, the apk is ready to be installed. (if you are not familiar with signing and repacking, check previous post).
the screen shots of the new injected application are here:
 
i’ve uploaded both the apks here. you may download and use them.
2048 game [main].apk
2048 game [injected].apk





 2048, android, code injection, smali




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Java Script Based Holy Quran,/Personal/,"march 23, 2017

				java script based holy quran			
personal


 


 



i was working on my phd. thesis and calculating the semantic similarities of words which is very heavy and take hours to response!
recently i was interested to have a pocket size quran. i have used zekr before, but it is not so pocket size!

so i have downloaded quran persian translation text from tanzil and start a small, pocket size quran based on skeleton.
a simple screen shot is available.
holy quran
the project is in my github at this link.




 holy quran, java script, skeleton, tanzil




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Reversing Java: Part I,/Academic/AndroJava/Programming/,"august 28, 2016

				reversing java: part i			
academicandrojavaprogramming


 


 



recently i’ve interested in byte code structure of java and dalvik. i’ve found some useful tools for playing with them.
destination byte code
java byte codes are simple to reverse engineering because they compile in run time. i.e. jvm will execute the byte codes in run time, thus java code is cross platform but executes with more delay than direct compiled machine codes (for example using c++ and gcc).

compiling from java source code
reversing java byte codes are simpler than reversing machine codes. oracle has a documentation about byte code in java. in java each source file (.java file) will be compile to a class file (.class) using the following command:
javac helloworld.java
this will create the helloworld.class file in the same folder where java code exists. you may use java’s default reversing tool (javap) for paying with class files.
result of execution of javap helloworld.class
compiled from ""helloworld.java""
public class helloworld {
public helloworld();
public static void main(java.lang.string[]);
}
if you prefer more verbose results (javap -v helloworld.class):
classfile helloworld.class
last modified aug 28, 2016; size 426 bytes
md5 checksum 90469fd7405d19947ba6e767de8a8b5f
compiled from ""helloworld.java""
public class helloworld
sourcefile: ""helloworld.java""
minor version: 0
major version: 52
flags: acc_public, acc_super
constant pool:
#1 = methodref          #6.#15         //  java/lang/object.""<init>"":()v
#2 = fieldref           #16.#17        //  java/lang/system.out:ljava/io/prin
tstream;
#3 = string             #18            //  hello world!
#4 = methodref          #19.#20        //  java/io/printstream.println:(ljava
/lang/string;)v
#5 = class              #21            //  helloworld
#6 = class              #22            //  java/lang/object
#7 = utf8               <init>
#8 = utf8               ()v
#9 = utf8               code
#10 = utf8               linenumbertable
#11 = utf8               main
#12 = utf8               ([ljava/lang/string;)v
#13 = utf8               sourcefile
#14 = utf8               helloworld.java
#15 = nameandtype        #7:#8          //  ""<init>"":()v
#16 = class              #23            //  java/lang/system
#17 = nameandtype        #24:#25        //  out:ljava/io/printstream;
#18 = utf8               hello world!
#19 = class              #26            //  java/io/printstream
#20 = nameandtype        #27:#28        //  println:(ljava/lang/string;)v
#21 = utf8               helloworld
#22 = utf8               java/lang/object
#23 = utf8               java/lang/system
#24 = utf8               out
#25 = utf8               ljava/io/printstream;
#26 = utf8               java/io/printstream
#27 = utf8               println
#28 = utf8               (ljava/lang/string;)v
{
public helloworld();
descriptor: ()v
flags: acc_public
code:
stack=1, locals=1, args_size=1
0: aload_0
1: invokespecial #1                  // method java/lang/object.""<init>
"":()v
4: return
linenumbertable:
line 1: 0
public static void main(java.lang.string[]);
descriptor: ([ljava/lang/string;)v
flags: acc_public, acc_static
code:
stack=2, locals=1, args_size=1
0: getstatic     #2                  // field java/lang/system.out:ljav
a/io/printstream;
3: ldc           #3                  // string hello world!
5: invokevirtual #4                  // method java/io/printstream.prin
tln:(ljava/lang/string;)v
8: return
linenumbertable:
line 3: 0
line 4: 8
}
reversing byte code
when you open the class file using hex editor, you will see some bytes.
but how javap can get all the information from these bytes? this is where reversing begins …

each class file has the following structure:
classfile {
u4 magic;
u2 minor_version;
u2 major_version;
u2 constant_pool_count;
cp_info constant_pool[constant_pool_count-1];
u2 access_flags;
u2 this_class;
u2 super_class;
u2 interfaces_count;
u2 interfaces[interfaces_count];
u2 fields_count;
field_info fields[fields_count];
u2 methods_count;
method_info methods[methods_count];
u2 attributes_count;
attribute_info attributes[attributes_count];
}
we will go through the byte codes step by step. today we analyze some basic parts:
magic
as you see, the first bytes are ca fe ba be where java uses cafe babe as its magic for declaring class file.
minor and major
the next four bytes 00 00 (0 in decimal) and 00 34 (52 in decimal) shows the minor and major versions. i’ve compiled the code with java se 8, so you can’t run the code with java se 7.
so the minor version in 0 and major version in 52.
constant pool
constant pool is where all the constants used in the class file are stored in it. the next two bytes shows the constant pool size (00 1d = 29 in decimal). the 0th item is for jmv so the items are in constant_pool[1] to constant_pool[28]
continue reading from secound part:

reversing java: part ii





 java, reverse engineering, tutorial




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Mathematical LDA,/Academic/,"august 24, 2016

				mathematical lda			
academic


 


 



in the previous post (latent dirichlet allocation),  i’ve described the lda process and how it can be applied on documents.
in this post i will explain how the probabilities can be estimated using collapsed gibbs sampling.
lets start with the lda probabilistic graph model.

where w is the sampled word from document, z is the topic assigned by document (d), θ is the dirichlet distribution of d, α and β are the input of dirichlets. more info about hyperparameters can be found this link.
so the only known variables are α, β, and w. all others (z, θ, and φ) are unknown. so based on the lda graph we have:
p(w, z, θ, φ | α, β) = p(φ|β) p(θ|α) p(z|θ) p(w|φz)
the right side of the above conditional probability can be reached by the probabilistic graph model where each variable only depends on its parent nodes.

inference
in lda the we want to estimate latent variables (z, θ, and φ) based on known ones (α, β, and w). thus we have:
p(w | α, β) can not be computed directly. so gibbs sampling is used to estimate latent parameters.

collapsed gibbs sampling
gibbs sampling is used to estimate p(x) = p(x1, …, xn) where there is no solution for p(x) but there are some forms of conditional probabilities. this method can be applied to lda but there is a more simpler way to do this.
θ and φ can be calculated based on z where   and . in simple: θ is fraction words in document (d) where belong to the topic(z) and φ is the fraction of word (w) that belongs to topic (z) in the documents that w appeared in them.
so θ and φ can be out of computations. then we have to estimate: 
bayes conditional probability rules are coming: 🙂

likehood and prior can be calculated easily. the computation process can be done by means of expectation of dirichlet distribution. for more information check these slides.




 lda, probability




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Social Share Activated,/Personal/,"august 23, 2016

				social share activated			
personal


 


 



now posts from my site will be appear on my twitter, linkedin, and telegram channel.




 share, social




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Latent Dirichlet Allocation,/Academic/,"august 21, 2016

				latent dirichlet allocation			
academic


 


 



what is latent dirichlet allocation?
in a general view, lda is an unsupervised method for clustering documents. it models (purified) documents as bag of words. also it assumes each word (and document) has a mixture model of topics i.e. each word (and document) may belongs to each of the topics by a probability. it takes number of clusters in the corpus as input then, simply assigns each word in each document a random topic. then tries for
it was a very general description of lda.

how it is work?
the process of lda depends on the bag of words model of documents. first of all there are k topics that is input of lda (guessed!). we have totally d documents and v distinct vocabulary in the document set. the generative process is:

for k = 1 … k:

φ(k) ∼ dirichlet(β)


for each d in d:

θd ∼ dirichlet(α)
for each word wi in d

zi ∼ discrete(θd)
wi ∼ disctete(φ(zi))





this is the total process. but what it means?
dirichlet
in simple words, dirichlet is a probabilistic distribution that has k concentration parameters. each parameter (α) is a random number greater than zero (α > 0). following is an example of dirichlet distribution for 20 documents with 4 topics. parameters for this example (α1 = 10, α2 = 5, α3 = 3, and α4 = 20).

φ(k)
this is a dirichlet distribution for the kth topic. the φ is a kxv matrix where each element is the probability of belonging the vth word to the kth topic.

θd
similarly the θd is a dirichlet for the document d. it shows the belonging of the document to each of the topics.
finally
the process is as below in simple words:

for each topic:

randomly initialize belonging probability of each word in vocabulary to the topics.


for each document:

randomly initialize belonging probability of current document to the topics.
for each word:

choose a topic from θd (zi)
randomly choose a new word from φ(k) where k is the selected topic in the previous part.





the last step, helps us to find words similar to the current chosen one to be in same cluster.
in the next post, i will explore the mathematics behind the lda. any comments?




 clustering, lda, nlp




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
New Site Created,/Personal/,"august 18, 2016

				new site created			
personal


 


 



after dealing with the old site, i’ve decided to reform my blog to this site. 🙂
the old uutelgg is closed.




 new site, old site




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		







next post"
